city,osm_type,osm_id,name,address,phone,email,website
Yazd,node,2133841165,,,,,
Yazd,node,2134947899,AF supermarkt,,,,
Yazd,node,3255232685,هتل جهانگردی پرسپولیس,Perepolis,,,
Yazd,node,3847056357,,,,,
Yazd,node,3847056586,,,,,
Yazd,node,3847056607,,,,,
Yazd,node,3847056612,,,,,
Yazd,node,3847056637,,,,,
Yazd,node,3847056645,,,,,
Yazd,node,3847057145,رستوران لانه طاووس,,,,
Yazd,node,3847156112,,,,,
Yazd,node,3847156113,,,,,
Yazd,node,3847156119,,,,,
Yazd,node,3851280605,,,,,
Yazd,node,3851280607,,,,,
Yazd,node,4513807479,داروخانه ولیعصر,,,,
Yazd,node,4513906995,سوپر مارکت گیلدا,,,,
Yazd,node,4513925557,مرکز خدمات اینترنت ۱۰۲۴,,,,
Yazd,node,4513925558,سوپرمارکت رضای کریم,,,,
Yazd,node,4513934121,سوپر مارکت,,,,
Yazd,node,4513936034,سوپرمارکت تاج محل,,,,
Yazd,node,4513936035,داروخانه دکتر ابراهیمی,,,,
Yazd,node,4523988186,سوپر مارکت عام حسن,,,,
Yazd,node,4541545641,خدمات اینترنت پرند,"بلوار بسیج, شهرک امام خمینی",+989338287497,,https://telegram.me/mr_roosta
Yazd,node,4541545647,فروشگاه فرش و منسوجات اسکندری,,,,
Yazd,node,4541545648,صنایع ام دی اف آپادانا,بلوار بسیج,,,
Yazd,node,4541545649,,بلوار بسیج,,,
Yazd,node,4541545650,,,,,
Yazd,node,4541552675,متجمع تجاری ستاره شهر,,,,
Yazd,node,4541552676,خدمات کامپیوتر و لپ تاپ تراآتو,,,,
Yazd,node,4541552677,نانوایی,,,,
Yazd,node,4541552678,کایپر کامپیوتر,,,,
Yazd,node,4541644662,قنادی,,,,
Yazd,node,4541645842,فروشگاه لوازم تاسیسات,,,,
Yazd,node,4541645843,سوپر مارکت علی آقا,,,,
Yazd,node,4541668455,قنادی,,,,
Yazd,node,4541685842,کافه شانار,,,,
Yazd,node,4541685844,نانوایی بربری,,,,
Yazd,node,4541685845,نانوایی لواش,,,,
Yazd,node,4541685846,نانوایی نان فانتزی,,,,
Yazd,node,4541685847,نانوایی تافتون,,,,
Yazd,node,4541685853,نانوایی تافتون,,,,
Yazd,node,4541685854,نانوایی سنگک ماشینی,,,,
Yazd,node,4541685855,نانوایی نان فانتزی,,,,
Yazd,node,4541685856,خشکشویی و اتوکشی,,,,
Yazd,node,4541698327,فروشگاه مرحوم حاج اسماعیل اسکندری,خیابان آثاری,,,
Yazd,node,4556878690,خوان سرای هوبره,,,,
Yazd,node,4714037349,,,,,
Yazd,node,4759466670,,,,,
Yazd,node,4759468975,,,,,
Yazd,node,4759468976,,,,,
Yazd,node,4759469760,,,,,
Yazd,node,4759469761,هخامنش,,,,
