city,osm_type,osm_id,name,address,phone,email,website
Golestan,node,5845978197,,,,,
Golestan,node,7099489286,اکبر جوجه گلوگاه,,,,
Golestan,node,10005974644,فروشگاه موبایل مبشر,,,,
Golestan,node,10005974645,سوپرمارکت خندوانه,,,,
Golestan,node,10005981563,پاساژ امام رضا,,,,
Golestan,node,10005981567,,,,,
Golestan,node,10016034316,نانوایی پل هاشم,,,,
Golestan,node,10018579908,پاساژ غدیرزاده,,,,
Golestan,node,10018579909,جانبو,,,,
Golestan,node,10018579911,نانوایی تهران,,,,
Golestan,node,10018579914,خشک شویی زکیان,,,,
Golestan,node,10018604822,نانوایی پلنگی,,,,
Golestan,node,10018662732,نانوایی نان محلی,,,,
Golestan,node,10018662733,سالن زیبایی سارینا,,,,
Golestan,node,10018662734,نانوایی سنگک 20متری,,,,
Golestan,node,10018766534,سالن زیبایی فرزانه وهمیان,,,,
Golestan,node,10935453351,قهوه خانه,,,,
Golestan,node,10937262611,,,,,
Golestan,node,11010319168,سوپری پروانه,,,,
Golestan,node,11449572927,تعمیرات ونصب خودرو دوگانه سوز شهاب گازسوز اطلس,شهید قربانپور,09336618032,,
Golestan,node,12018372882,اتوگالری اعتماد,"بهشهر - کردکوی, بندر گز",09113737545,,
Golestan,node,12092828209,سالن زیبارویان,,,,
Golestan,node,12231617587,کافه ملو,"بهشهر - کردکوی, گلو گاه",09383565703,,
Golestan,way,692720438,رستوران اکبر جوجه,,+98 11 3466 1600,,
Golestan,way,692743114,رستوران نارنج و ترنج,,,,
Golestan,node,4526228489,شهروند,,+98 17 3433 7266,r.hosseinpour@hotmail.com,
Golestan,node,4533807591, نانوایی بربری  فرهنگ,,,,
Golestan,node,5513876122,چاووش,بلوار ناهارخوران,,,
Golestan,node,9531992003,رستوران درباری,"میدان ناهارخوران, گرگان",+98 93 6327 9080,,
Golestan,node,10123493900,کافه اقاقیا,,,,
Golestan,node,11033805218,کافه رستوران دایی عباس,,,,
Golestan,way,677007320,رستوران قصر خورشید,,,,
Golestan,way,677009997,دالان بهشت,,,,
Golestan,node,11178190747,غرفه صنایع دستی اورس,بسطام,+989192748602,,
Golestan,node,11178205812,کافه اورس,,,,
Golestan,node,5564545192,بربری,,,,
Golestan,node,6938141990,,,,,
Golestan,node,6938141991,,,,,
Golestan,node,7783326410,,ابر - شیرین آباد - علی آباد,+98 919 374 1040,,
Golestan,node,3501000619,,,,,
Golestan,node,3932168360,بازارچه ساحلی,,+98 939 592 2521,,
Golestan,node,4396286990,رستوران کاسپین,,,,
Golestan,node,4720212062,,,,,
Golestan,node,4720217505,,,,,
Golestan,node,4720217506,,,,,
Golestan,node,4720217507,,,,,
Golestan,node,4720217508,,,,,
Golestan,node,4720217509,,,,,
Golestan,node,4720217510,,,,,
Golestan,node,4720217511,,,,,
Golestan,node,4720217512,,,,,
Golestan,node,4788963024,فروشگاه لوازم یدکى عقیلى (سیدمحمد),بلوار امام رضا شرقى,+981734337190,aghilicss@icloud.com,
Golestan,node,4957442821,مواد غذایی و لبنیاتی کاسپین,خیابان اسپریس,,,
Golestan,node,5134522822,مختوم قلی,,,,
Golestan,node,5134525621,شمال,,,,
Golestan,node,5854495186,بازارچه ساحلی بندرگز,,,,
Golestan,node,5854670927,بازار جدید ماهی فروشان تورکمن,,,,
Golestan,node,6461496468,,,,,
Golestan,node,6462254943,,,,,
Golestan,node,8589684324,کافه قهوه تلخ,,+989111712981,,
Golestan,node,8755680170,قصر پرده شربتی,بندر ترکمن,+98 933970 1511,,
Golestan,node,8755812832,پارچه سرای ستار,بندر ترکمن,+98 911377 1521,,
Golestan,node,8767234913,پارچه سرای عبدالخالق,بندر ترکمن,+98 911373 1287,,
Golestan,node,8767448841,دفتر ساختمانی و دکوراسیون فرازبام گلستان,بندر ترکمن,+98 173442 9241,,
Golestan,node,9669582064,طلافروشی افضلی,,,,
Golestan,node,9669582066,تجهیزات پزشکی,,,,
Golestan,node,9669582067,سوپرمارکت,,,,
Golestan,node,10005976366,پاساژ فرخنده,,,,
Golestan,node,10005976368,پاساژ پیوندی,,,,
Golestan,node,10005981574,دیلی مارکت,,,,
Golestan,node,10015785179,کافه عمو حاجی,,,,
Golestan,node,10015785180,کافه پارس,,,,
Golestan,node,10015785181,کافه کیارش,,,,
Golestan,node,10015785182,سالن بیلیارد,,,,
Golestan,node,10015785183,کافه شبستان,,,,
Golestan,node,10015785184,کافه کهن دیار,,,,
Golestan,node,10015785185,کافه موج,,,,
Golestan,node,10015785186,کافه قرمز,,,,
Golestan,node,10015785187,کافه لیون,,,,
Golestan,node,10015785188,کافه دورهمی,,,,
Golestan,node,10016034293,میدان میوه تربار,,,,
Golestan,node,10016034302,نانوایی سنگک سلامت,,,,
Golestan,node,10016034305,نانوایی سپاه,,,,
Golestan,node,10016116648,عطاری معقولی,,,,
Golestan,node,11101045574,رایان کلیک,,+981734432002,,https://mytc.ir/click/
Golestan,node,11101045575,مجتمع تجاری چوگان,,+981734432001,,
Golestan,node,11139696286,بازار بزرگ بندرترکمن,,,,
Golestan,node,11499680787,لوکس اسپرت کامیون بندر,,,,
Golestan,node,11581271862,لوازم تحریر و کتابفروشی دانشجو,,,,
Golestan,node,11676949153,برگر دو آتیشه,"میدان مختومقلی, بندر ترکمن",01734487501,,
Golestan,node,12105590242,فروشگاه لعابی کلاسیک,"جاده اسکله, بندرترکمن",,,
Golestan,node,12141163781,پت شاپ پت تو,"کردکوی - بهشهر, کردکوی",,,
Golestan,node,12229235900,فروشگاه برهانی,"جاده اسکله, بندرترکمن",09111786656,,
Golestan,node,12330705375,آسانسور ستاره شرق قرنجیک,"جمهوری ۲۱, بندر ترکمن",09126238927,,
Golestan,node,13064043081,برگر کرفه,بلواربهشت,01734433909,,
Golestan,way,478832636,اسکله مارماریس,,,,
Golestan,way,688937479,رستوران ستاره ترکمن,,+98 17 3448 5080,,
Golestan,way,688968338,,,,,
Golestan,node,948046064,رستوران سبز,,,,
Golestan,node,3101606499,سایلان,,,,
Golestan,node,3101611007,سایلان,,+981734525171,,
Golestan,node,3159009708,وارکانا,,,,
Golestan,node,3159011850,رستوران اروس,امام خمینی,,,
Golestan,node,3843612895,چلو گوشت برادران کریم,"میدان مفتح - ابتدای بلوار شهید کلانتری - ضلع شمالی, 00981732424594, گرگان, 49197-15718",+98 17 3242 4340,,
Golestan,node,3843613007,اکبرجوجه,,,,
Golestan,node,3843613013,رستوران زنجیره ای برادران یزدانی,,+98 17 3242 2226,,http://www.jooje-jamshid.ir
Golestan,node,3867254958,,,,,
Golestan,node,3870399960,,پاسداران,,,
Golestan,node,3870715652,رستوران و تالار آلتین صحرا,,,,
Golestan,node,3896919962,فست فود اينجا,,,,
Golestan,node,3896921161,,,,,
Golestan,node,3910198359,نانوایی,,,,
Golestan,node,3910198360,نانوایی,,,,
Golestan,node,4043078589,قصر آق قلا شیرینی و بستنی,,,,
Golestan,node,4264718352,درویش,"بلوار کلانتری - جنب رستوران چلوگوشت برادران کریم, گرگان",,,
Golestan,node,4343849889,بوفالو,,,,
Golestan,node,4398396590,دوغ شتر محلی,لاله بیست و پنجم,,,
