city,osm_type,osm_id,name,address,phone,email,website
Qazvin,node,4426152692,نمایندگی ۱۵۲۱ ایران خودرو,emam khomeini,+98 81 3622 6757,,
Qazvin,node,6449728386,پنچر گیری,,,,
Qazvin,node,10180210417,نانوا,,,,
Qazvin,node,10180210418,سوپرمارکت میهن,,,,
Qazvin,node,10180210419,مغازه مرادی,,,,
Qazvin,node,10180210617,سوپرمارکت محمدولی,,,,
Qazvin,node,10839574847,تعمیرگاه برق خودرو و تنظیم موتور مجیدی,,,,
Qazvin,node,11238642389,لواشی,,,,
Qazvin,node,11238642390,لواشی,,,,
Qazvin,node,11238642391,بربری,,,,
Qazvin,node,11238642392,سنگکی,,,,
Qazvin,node,11238642393,تافتون بربری,,,,
Qazvin,node,11238642394,لواشی,,,,
Qazvin,node,11238658086,لواشی,,,,
Qazvin,node,11304519069,تراشکاری کاریز صنعت,,09359889435,,
Qazvin,node,12564815709,سنگکی,,,,
Qazvin,node,12647457505,فروشگاه تارا,,,,
Qazvin,node,12880481501,مسجدجامع قادرخلج,,,,
Qazvin,node,4394086405,رستوران قاسمی,,,,
Qazvin,node,5097119129,رستوران توحید,,,,
Qazvin,node,5308401114,رستوران تک ستاره,,,,
Qazvin,node,6187392657,,,,,
Qazvin,node,6187392753,پلیس,,,,
Qazvin,node,6187392754,دوربین,,,,
Qazvin,node,5383399506,سوپرمارکت,,,,
Qazvin,node,7314847182,فروشگاه مواد غذایی قشقایی,"شهید قشقایی, 1, رحمت آباد",,,
Qazvin,node,10669469182,اتو سرویس هفت آسمان,,,,
Qazvin,node,7805727369,قلعه زرین,,09109483817,,
Qazvin,way,1182412672,,,,,
Qazvin,node,12965833401,مسجد جامع  چپقلو,,,,
Qazvin,node,5097057762,مرکز معاینه فنی,,,,
Qazvin,node,5097057763,رستوران صفا,,,,
Qazvin,node,5097057765,رستوران پارسا,,,,
Qazvin,node,12133767753,باطری سازی و برق خودرو داودی,"امام خمینی, آبگرم",09124810276,,
Qazvin,node,12549129259,محصولات کشاورزی و دامی ساعی مقدم,,09128825743,,
Qazvin,node,8063552600,گلخانه معدنی,"خیابان کشمرز, گلخانه معدنی",09124135131,,
Qazvin,node,8063574604,پرورش شترمرغ معدنی,خیابان کشمرز,09124135131,,
Qazvin,node,8369492744,فروشگاه کود و سموم کشاورزی ایران کشت,"امام, پناه آباد ورودی روستا",+982835722125,,
Qazvin,node,10833381895,کافه رستوران کهکشان,"روستای خوزنین بحر جاده ترانزیت کافه رستوران کهکشان, قزوین",09362970098,,
Qazvin,node,12369654708,لاستیک فروشی برادران,"دانسفهان بلوار امام خمینی نبش کوچه گلستان ۱ پلاک ۱, دانسفهان",09124811498,,
Qazvin,node,4511628320,,,,,
Qazvin,node,4511628321,صدف,,,,
Qazvin,node,4511628335,نانوایی,,,,
Qazvin,node,4973821252,,,,,
Qazvin,node,5383163953,رستوران الدوز,,,,
Qazvin,node,5383563828,رستوران ایران,,,,
Qazvin,node,5383563829,رستوران حیدر بابا,,,,
Qazvin,node,5839247685,,,,,
Qazvin,node,6019512613,Barbershop,,,,
Qazvin,node,6024410517,,,,,
Qazvin,node,6269555040,فروشگاه کامپیوتر پردازشگر,,+98 28 3422 1010,,https://pardazeshgar.com/
Qazvin,node,7997602792,لوازم یدکی تراکتور سیاهلو,,09127884280,,https://www.forimall.com
Qazvin,node,8405971017,فروشگاه ماهان,ولیعصر عج,,,
Qazvin,node,9913234571,رستوران,,,,
Qazvin,node,9913250664,سوپرمارکت,,,,
Qazvin,node,10253218895,فروشگاه لوازم یدکی تراکتور فوری مال,"طالقانی, بوئین زهرا",+98-283-422-2021,info@forimall.com,https://forimall.com
Qazvin,node,10612341032,فروشگاه دوو سیتی برزگر,"طالقانی, بوئین زهرا, 3451819615",+98 28 3422 2212,,
Qazvin,node,11034239478,,,,,
Qazvin,node,11451876769,هایپر مارکت دهکده,,۰۲۸۳۴۴۲۵۴۶۹,,
Qazvin,node,12101852414,فست فود سرخ آبی,,,,
Qazvin,node,12393557495,فروشگاه سرای شکار کریمی,"خیابان ولی عصر شرقی کوچه شهید شیری, 18, بوئین زهرا",09120835131,,
Qazvin,node,12647285102,کافه رستوران خاطره,"جاده اشتهارد - بوئین زهرا, قزوین",09140148146,,
Qazvin,node,12712753144,پلاسکو ظهیری,,,,
Qazvin,node,12744142099,لاستیک فروشی اینانلو,,+989121816317,,
Qazvin,node,12919276557,کیوسک برادران جاوید,,+989149525193,,
Qazvin,way,958181731,بازار میوه و تره بار بوئین زهرا,,,,
Qazvin,node,5294192457,,,,,
Qazvin,node,5294192458,,,,,
Qazvin,node,5294192459,,,,,
Qazvin,node,8088291651,سوپر میوه امیدی,,,,
Qazvin,node,9820201418,Ground Zero,,+98 912 564 1604; +98 912 560 0079,,
Qazvin,node,12164104377,فروشگاه ظروف یکبارمصرف نظری,"بلوار امام علی, اشتهارد",,,
Qazvin,node,12243109983,لابراتوار آوا آنوش تکین بهرخ (روزال),"غزل ۳, tehran",,,
Qazvin,node,12497708131,فروشگاه توتال فیتینگ خدایی,"جاده چرمسازی, قزوین",09124773287,,
Qazvin,node,12617871778,گل فروشی مینیاتور,"بلوار آیت الله خامنه ای, اشتهارد",,,
Qazvin,node,12628159853,کافه رستوران لاوین اشتهارد,,02637722464,,
Qazvin,node,12638559518,مرغداری حاج علی اسداللهی (لوتوس),,09121676181,,
Qazvin,node,12672317558,اتحادصنعت پیشروپارس شعبه 2,جاده چرمسازی,09362356704,,
Qazvin,node,12791867865,فروشگاه روغن برتر روانکار مونسی,,02637727006,,
Qazvin,node,12872602968,باتری سازی ماشین سنگین و سبک اسماعیل,"جاده بوئین زهرا - اشتهارد, اشتهارد",09193606809,,
